Team,TeamVS,Side,Champion,GameResult,Pick/Ban,Day,Role,Blind?
UOL,PGG,Blue,Udyr,Loss,Ban,Groups Tiebreakers,Ban,Ban
UOL,PGG,Blue,Urgot,Loss,Ban,Groups Day 6,Ban,Ban
UOL,PGG,Blue,Amumu,Loss,Ban,Groups Day 6,Ban,Ban
UOL,PGG,Blue,Orianna,Loss,Ban,Groups Day 6,Ban,Ban
UOL,PGG,Blue,Ryze,Loss,Ban,Groups Day 6,Ban,Ban
UOL,PGG,Blue,Gnar,Loss,Pick,Groups Day 6,Top,B
UOL,PGG,Blue,Alistar,Loss,Pick,Groups Day 6,Support,C
UOL,PGG,Blue,Kaisa,Loss,Pick,Groups Day 6,Adc,B
UOL,PGG,Blue,Khazix,Loss,Pick,Groups Day 6,Jungle,C
UOL,PGG,Blue,Viktor,Loss,Pick,Groups Day 6,Mid,B
PGG,UOL,Red,Nidalee,Win,Ban,Groups Day 6,Ban,Ban
PGG,UOL,Red,Rumble,Win,Ban,Groups Day 6,Ban,Ban
PGG,UOL,Red,Morgana,Win,Ban,Groups Day 6,Ban,Ban
PGG,UOL,Red,Sylas,Win,Ban,Groups Day 6,Ban,Ban
PGG,UOL,Red,Syndra,Win,Ban,Groups Day 6,Ban,Ban
PGG,UOL,Red,Jayce,Win,Pick,Groups Day 6,Top,C
PGG,UOL,Red,Nautilus,Win,Pick,Groups Day 6,Support,B
PGG,UOL,Red,Xayah,Win,Pick,Groups Day 6,Adc,C
PGG,UOL,Red,Karthus,Win,Pick,Groups Day 6,Jungle,B
PGG,UOL,Red,Lee Sin,Win,Pick,Groups Day 6,Mid,C
INF,C9,Blue,Lee Sin,Loss,Ban,Groups Day 6,Ban,Ban
INF,C9,Blue,Renekton,Loss,Ban,Groups Day 6,Ban,Ban
INF,C9,Blue,Tahm Kench,Loss,Ban,Groups Day 6,Ban,Ban
INF,C9,Blue,Jayce,Loss,Ban,Groups Day 6,Ban,Ban
INF,C9,Blue,Irelia,Loss,Ban,Groups Day 6,Ban,Ban
INF,C9,Blue,Morgana,Loss,Pick,Groups Day 6,Jungle,B
INF,C9,Blue,Kalista,Loss,Pick,Groups Day 6,Adc,C
INF,C9,Blue,Nautilus,Loss,Pick,Groups Day 6,Support,C
INF,C9,Blue,Syndra,Loss,Pick,Groups Day 6,Mid,C
INF,C9,Blue,Gangplank,Loss,Pick,Groups Day 6,Top,B
C9,INF,Red,Gnar,Win,Ban,Groups Day 6,Ban,Ban
C9,INF,Red,Udyr,Win,Ban,Groups Day 6,Ban,Ban
C9,INF,Red,Zoe,Win,Ban,Groups Day 6,Ban,Ban
C9,INF,Red,Viktor,Win,Ban,Groups Day 6,Ban,Ban
C9,INF,Red,Orianna,Win,Ban,Groups Day 6,Ban,Ban
C9,INF,Red,Varus,Win,Pick,Groups Day 6,Adc,B
C9,INF,Red,Thresh,Win,Pick,Groups Day 6,Support,B
C9,INF,Red,Rumble,Win,Pick,Groups Day 6,Jungle,C
C9,INF,Red,Lucian,Win,Pick,Groups Day 6,Mid,B
C9,INF,Red,Sion,Win,Pick,Groups Day 6,Top,C
DFM,DK,Blue,Senna,Loss,Ban,Groups Day 6,Ban,Ban
DFM,DK,Blue,Thresh,Loss,Ban,Groups Day 6,Ban,Ban
DFM,DK,Blue,Varus,Loss,Ban,Groups Day 6,Ban,Ban
DFM,DK,Blue,Udyr,Loss,Pick,Groups Day 6,Jungle,B
DFM,DK,Blue,Tristana,Loss,Pick,Groups Day 6,Adc,C
DFM,DK,Blue,Nocturne,Loss,Pick,Groups Day 6,Top,C
DFM,DK,Blue,Viktor,Loss,Ban,Groups Day 6,Ban,Ban
DFM,DK,Blue,Sylas,Loss,Ban,Groups Day 6,Ban,Ban
DFM,DK,Blue,Sett,Loss,Pick,Groups Day 6,Support,C
DFM,DK,Blue,Syndra,Loss,Pick,Groups Day 6,Mid,B
DK,DFM,Red,Urgot,Win,Ban,Groups Day 6,Ban,Ban
DK,DFM,Red,Morgana,Win,Ban,Groups Day 6,Ban,Ban
DK,DFM,Red,Renekton,Win,Ban,Groups Day 6,Ban,Ban
DK,DFM,Red,Kaisa,Win,Pick,Groups Day 6,Adc,B
DK,DFM,Red,Gnar,Win,Pick,Groups Day 6,Top,B
DK,DFM,Red,Nautilus,Win,Pick,Groups Day 6,Support,B
DK,DFM,Red,Leona,Win,Ban,Groups Day 6,Ban,Ban
DK,DFM,Red,Alistar,Win,Ban,Groups Day 6,Ban,Ban
DK,DFM,Red,Diana,Win,Pick,Groups Day 6,Jungle,C
DK,DFM,Red,Yasuo,Win,Pick,Groups Day 6,Mid,C
C9,DFM,Blue,Gnar,Win,Ban,Groups Day 6,Ban,Ban
C9,DFM,Blue,Urgot,Win,Ban,Groups Day 6,Ban,Ban
C9,DFM,Blue,Udyr,Win,Ban,Groups Day 6,Ban,Ban
C9,DFM,Blue,Morgana,Win,Pick,Groups Day 6,Jungle,B
C9,DFM,Blue,Kaisa,Win,Pick,Groups Day 6,Adc,C
C9,DFM,Blue,Nautilus,Win,Pick,Groups Day 6,Support,B
C9,DFM,Blue,Nocturne,Win,Ban,Groups Day 6,Ban,Ban
C9,DFM,Blue,Jayce,Win,Ban,Groups Day 6,Ban,Ban
C9,DFM,Blue,Yone,Win,Pick,Groups Day 6,Mid,C
C9,DFM,Blue,Sion,Win,Pick,Groups Day 6,Top,B
DFM,C9,Red,Senna,Loss,Ban,Groups Day 6,Ban,Ban
DFM,C9,Red,Lee Sin,Loss,Ban,Groups Day 6,Ban,Ban
DFM,C9,Red,Renekton,Loss,Ban,Groups Day 6,Ban,Ban
DFM,C9,Red,Rumble,Loss,Pick,Groups Day 6,Jungle,C
DFM,C9,Red,Tristana,Loss,Pick,Groups Day 6,Adc,B
DFM,C9,Red,Alistar,Loss,Pick,Groups Day 6,Support,C
DFM,C9,Red,Sylas,Loss,Ban,Groups Day 6,Ban,Ban
DFM,C9,Red,Lucian,Loss,Ban,Groups Day 6,Ban,Ban
DFM,C9,Red,Zoe,Loss,Pick,Groups Day 6,Mid,B
DFM,C9,Red,Sett,Loss,Pick,Groups Day 6,Top,C
DK,INF,Blue,Thresh,Win,Ban,Groups Day 6,Ban,Ban
DK,INF,Blue,Lee Sin,Win,Ban,Groups Day 6,Ban,Ban
DK,INF,Blue,Morgana,Win,Ban,Groups Day 6,Ban,Ban
DK,INF,Blue,Kaisa,Win,Pick,Groups Day 6,Adc,B
DK,INF,Blue,Udyr,Win,Pick,Groups Day 6,Jungle,C
DK,INF,Blue,Gnar,Win,Pick,Groups Day 6,Top,B
DK,INF,Blue,Lucian,Win,Ban,Groups Day 6,Ban,Ban
DK,INF,Blue,Nocturne,Win,Ban,Groups Day 6,Ban,Ban
DK,INF,Blue,Rell,Win,Pick,Groups Day 6,Support,C
DK,INF,Blue,Orianna,Win,Pick,Groups Day 6,Mid,C
INF,DK,Red,Senna,Loss,Ban,Groups Day 6,Ban,Ban
INF,DK,Red,Varus,Loss,Ban,Groups Day 6,Ban,Ban
INF,DK,Red,Renekton,Loss,Ban,Groups Day 6,Ban,Ban
INF,DK,Red,Rumble,Loss,Pick,Groups Day 6,Jungle,B
INF,DK,Red,Nautilus,Loss,Pick,Groups Day 6,Support,B
INF,DK,Red,Tristana,Loss,Pick,Groups Day 6,Adc,C
INF,DK,Red,Leona,Loss,Ban,Groups Day 6,Ban,Ban
INF,DK,Red,Sett,Loss,Ban,Groups Day 6,Ban,Ban
INF,DK,Red,Zoe,Loss,Pick,Groups Day 6,Mid,B
INF,DK,Red,Jayce,Loss,Pick,Groups Day 6,Top,C
DFM,INF,Blue,Thresh,Win,Ban,Groups Day 6,Ban,Ban
DFM,INF,Blue,Xayah,Win,Ban,Groups Day 6,Ban,Ban
DFM,INF,Blue,Zoe,Win,Ban,Groups Day 6,Ban,Ban
DFM,INF,Blue,Udyr,Win,Pick,Groups Day 6,Jungle,B
DFM,INF,Blue,Tristana,Win,Pick,Groups Day 6,Adc,C
DFM,INF,Blue,Gnar,Win,Pick,Groups Day 6,Top,C
DFM,INF,Blue,Sylas,Win,Ban,Groups Day 6,Ban,Ban
DFM,INF,Blue,Viktor,Win,Ban,Groups Day 6,Ban,Ban
DFM,INF,Blue,Leblanc,Win,Pick,Groups Day 6,Mid,C
DFM,INF,Blue,Alistar,Win,Pick,Groups Day 6,Support,B
INF,DFM,Red,Renekton,Loss,Ban,Groups Day 6,Ban,Ban
INF,DFM,Red,Rumble,Loss,Ban,Groups Day 6,Ban,Ban
INF,DFM,Red,Morgana,Loss,Ban,Groups Day 6,Ban,Ban
INF,DFM,Red,Lee Sin,Loss,Pick,Groups Day 6,Top,B
INF,DFM,Red,Kaisa,Loss,Pick,Groups Day 6,Adc,B
INF,DFM,Red,Volibear,Loss,Pick,Groups Day 6,Jungle,C
INF,DFM,Red,Ryze,Loss,Ban,Groups Day 6,Ban,Ban
INF,DFM,Red,Sett,Loss,Ban,Groups Day 6,Ban,Ban
INF,DFM,Red,Syndra,Loss,Pick,Groups Day 6,Mid,B
INF,DFM,Red,Nautilus,Loss,Pick,Groups Day 6,Support,C
C9,DK,Blue,Gnar,Win,Ban,Groups Day 6,Ban,Ban
C9,DK,Blue,Varus,Win,Ban,Groups Day 6,Ban,Ban
C9,DK,Blue,Renekton,Win,Ban,Groups Day 6,Ban,Ban
C9,DK,Blue,Lee Sin,Win,Pick,Groups Day 6,Top,B
C9,DK,Blue,Udyr,Win,Pick,Groups Day 6,Jungle,C
C9,DK,Blue,Tristana,Win,Pick,Groups Day 6,Adc,C
C9,DK,Blue,Nocturne,Win,Ban,Groups Day 6,Ban,Ban
C9,DK,Blue,Sett,Win,Ban,Groups Day 6,Ban,Ban
C9,DK,Blue,Alistar,Win,Pick,Groups Day 6,Support,C
C9,DK,Blue,Viktor,Win,Pick,Groups Day 6,Mid,B
DK,C9,Red,Thresh,Loss,Ban,Groups Day 6,Ban,Ban
DK,C9,Red,Morgana,Loss,Ban,Groups Day 6,Ban,Ban
DK,C9,Red,Senna,Loss,Ban,Groups Day 6,Ban,Ban
DK,C9,Red,Kaisa,Loss,Pick,Groups Day 6,Adc,B
DK,C9,Red,Rumble,Loss,Pick,Groups Day 6,Jungle,B
DK,C9,Red,Nautilus,Loss,Pick,Groups Day 6,Support,B
DK,C9,Red,Leona,Loss,Ban,Groups Day 6,Ban,Ban
DK,C9,Red,Kalista,Loss,Ban,Groups Day 6,Ban,Ban
DK,C9,Red,Jayce,Loss,Pick,Groups Day 6,Top,C
DK,C9,Red,Sylas,Loss,Pick,Groups Day 6,Mid,B
PSG,MAD,Blue,Senna,Loss,Ban,Groups Day 5,Ban,Ban
PSG,MAD,Blue,Lee Sin,Loss,Ban,Groups Day 5,Ban,Ban
PSG,MAD,Blue,Varus,Loss,Ban,Groups Day 5,Ban,Ban
PSG,MAD,Blue,Rumble,Loss,Pick,Groups Day 5,Jungle,B
PSG,MAD,Blue,Tristana,Loss,Pick,Groups Day 5,Adc,C
PSG,MAD,Blue,Leona,Loss,Pick,Groups Day 5,Support,B
PSG,MAD,Blue,Wukong,Loss,Ban,Groups Day 5,Ban,Ban
PSG,MAD,Blue,Alistar,Loss,Ban,Groups Day 5,Ban,Ban
PSG,MAD,Blue,Syndra,Loss,Pick,Groups Day 5,Mid,B
PSG,MAD,Blue,Sion,Loss,Pick,Groups Day 5,Top,C
MAD,PSG,Red,Renekton,Win,Ban,Groups Day 5,Ban,Ban
MAD,PSG,Red,Thresh,Win,Ban,Groups Day 5,Ban,Ban
MAD,PSG,Red,Zoe,Win,Ban,Groups Day 5,Ban,Ban
MAD,PSG,Red,Lucian,Win,Pick,Groups Day 5,Mid,B
MAD,PSG,Red,Kaisa,Win,Pick,Groups Day 5,Adc,B
MAD,PSG,Red,Morgana,Win,Pick,Groups Day 5,Jungle,C
MAD,PSG,Red,Viktor,Win,Ban,Groups Day 5,Ban,Ban
MAD,PSG,Red,Nocturne,Win,Ban,Groups Day 5,Ban,Ban
MAD,PSG,Red,Jayce,Win,Pick,Groups Day 5,Top,B
MAD,PSG,Red,Nautilus,Win,Pick,Groups Day 5,Support,C
PNG,IW,Blue,Senna,Win,Ban,Groups Day 5,Ban,Ban
PNG,IW,Blue,Kaisa,Win,Ban,Groups Day 5,Ban,Ban
PNG,IW,Blue,Lee Sin,Win,Ban,Groups Day 5,Ban,Ban
PNG,IW,Blue,Udyr,Win,Pick,Groups Day 5,Jungle,B
PNG,IW,Blue,Thresh,Win,Pick,Groups Day 5,Support,B
PNG,IW,Blue,Zoe,Win,Pick,Groups Day 5,Mid,B
PNG,IW,Blue,Nautilus,Win,Ban,Groups Day 5,Ban,Ban
PNG,IW,Blue,Samira,Win,Ban,Groups Day 5,Ban,Ban
PNG,IW,Blue,Jinx,Win,Pick,Groups Day 5,Adc,C
PNG,IW,Blue,Sett,Win,Pick,Groups Day 5,Top,C
IW,PNG,Red,Morgana,Loss,Ban,Groups Day 5,Ban,Ban
IW,PNG,Red,Rumble,Loss,Ban,Groups Day 5,Ban,Ban
IW,PNG,Red,Draven,Loss,Ban,Groups Day 5,Ban,Ban
IW,PNG,Red,Renekton,Loss,Pick,Groups Day 5,Top,B
IW,PNG,Red,Volibear,Loss,Pick,Groups Day 5,Jungle,C
IW,PNG,Red,Orianna,Loss,Pick,Groups Day 5,Mid,C
IW,PNG,Red,Gnar,Loss,Ban,Groups Day 5,Ban,Ban
IW,PNG,Red,Varus,Loss,Ban,Groups Day 5,Ban,Ban
IW,PNG,Red,Kalista,Loss,Pick,Groups Day 5,Adc,B
IW,PNG,Red,Blitzcrank,Loss,Pick,Groups Day 5,Support,C
PNG,MAD,Blue,Senna,Loss,Ban,Groups Day 5,Ban,Ban
PNG,MAD,Blue,Tristana,Loss,Ban,Groups Day 5,Ban,Ban
PNG,MAD,Blue,Kaisa,Loss,Ban,Groups Day 5,Ban,Ban
PNG,MAD,Blue,Renekton,Loss,Pick,Groups Day 5,Top,B
PNG,MAD,Blue,Morgana,Loss,Pick,Groups Day 5,Jungle,C
PNG,MAD,Blue,Alistar,Loss,Pick,Groups Day 5,Support,B
PNG,MAD,Blue,Ezreal,Loss,Ban,Groups Day 5,Ban,Ban
PNG,MAD,Blue,Leona,Loss,Ban,Groups Day 5,Ban,Ban
PNG,MAD,Blue,Jhin,Loss,Pick,Groups Day 5,Adc,C
PNG,MAD,Blue,Syndra,Loss,Pick,Groups Day 5,Mid,C
MAD,PNG,Red,Draven,Win,Ban,Groups Day 5,Ban,Ban
MAD,PNG,Red,Thresh,Win,Ban,Groups Day 5,Ban,Ban
MAD,PNG,Red,Zoe,Win,Ban,Groups Day 5,Ban,Ban
MAD,PNG,Red,Rumble,Win,Pick,Groups Day 5,Jungle,B
MAD,PNG,Red,Lucian,Win,Pick,Groups Day 5,Mid,B
MAD,PNG,Red,Gnar,Win,Pick,Groups Day 5,Top,C
MAD,PNG,Red,Irelia,Win,Ban,Groups Day 5,Ban,Ban
MAD,PNG,Red,Wukong,Win,Ban,Groups Day 5,Ban,Ban
MAD,PNG,Red,Varus,Win,Pick,Groups Day 5,Adc,B
MAD,PNG,Red,Tahm Kench,Win,Pick,Groups Day 5,Support,C
IW,PSG,Blue,Thresh,Loss,Ban,Groups Day 5,Ban,Ban
IW,PSG,Blue,Rumble,Loss,Ban,Groups Day 5,Ban,Ban
IW,PSG,Blue,Morgana,Loss,Ban,Groups Day 5,Ban,Ban
IW,PSG,Blue,Kaisa,Loss,Pick,Groups Day 5,Adc,B
IW,PSG,Blue,Olaf,Loss,Pick,Groups Day 5,Jungle,C
IW,PSG,Blue,Orianna,Loss,Pick,Groups Day 5,Mid,B
IW,PSG,Blue,Sylas,Loss,Ban,Groups Day 5,Ban,Ban
IW,PSG,Blue,Zoe,Loss,Ban,Groups Day 5,Ban,Ban
IW,PSG,Blue,Gnar,Loss,Pick,Groups Day 5,Top,B
IW,PSG,Blue,Nautilus,Loss,Pick,Groups Day 5,Support,C
PSG,IW,Red,Senna,Win,Ban,Groups Day 5,Ban,Ban
PSG,IW,Red,Renekton,Win,Ban,Groups Day 5,Ban,Ban
PSG,IW,Red,Udyr,Win,Ban,Groups Day 5,Ban,Ban
PSG,IW,Red,Volibear,Win,Pick,Groups Day 5,Jungle,B
PSG,IW,Red,Tristana,Win,Pick,Groups Day 5,Adc,C
PSG,IW,Red,Leona,Win,Pick,Groups Day 5,Support,B
PSG,IW,Red,Alistar,Win,Ban,Groups Day 5,Ban,Ban
PSG,IW,Red,Rell,Win,Ban,Groups Day 5,Ban,Ban
PSG,IW,Red,Azir,Win,Pick,Groups Day 5,Mid,C
PSG,IW,Red,Jayce,Win,Pick,Groups Day 5,Top,C
PSG,PNG,Blue,Draven,Win,Ban,Groups Day 5,Ban,Ban
PSG,PNG,Blue,Alistar,Win,Ban,Groups Day 5,Ban,Ban
PSG,PNG,Blue,Camille,Win,Ban,Groups Day 5,Ban,Ban
PSG,PNG,Blue,Udyr,Win,Pick,Groups Day 5,Jungle,B
PSG,PNG,Blue,Thresh,Win,Pick,Groups Day 5,Support,B
PSG,PNG,Blue,Aphelios,Win,Pick,Groups Day 5,Adc,C
PSG,PNG,Blue,Lucian,Win,Ban,Groups Day 5,Ban,Ban
PSG,PNG,Blue,Irelia,Win,Ban,Groups Day 5,Ban,Ban
PSG,PNG,Blue,Jayce,Win,Pick,Groups Day 5,Top,C
PSG,PNG,Blue,Zoe,Win,Pick,Groups Day 5,Mid,B
PNG,PSG,Red,Renekton,Loss,Ban,Groups Day 5,Ban,Ban
PNG,PSG,Red,Rumble,Loss,Ban,Groups Day 5,Ban,Ban
PNG,PSG,Red,Morgana,Loss,Ban,Groups Day 5,Ban,Ban
PNG,PSG,Red,Kaisa,Loss,Pick,Groups Day 5,Adc,B
PNG,PSG,Red,Lillia,Loss,Pick,Groups Day 5,Jungle,C
PNG,PSG,Red,Nautilus,Loss,Pick,Groups Day 5,Support,C
PNG,PSG,Red,Sylas,Loss,Ban,Groups Day 5,Ban,Ban
PNG,PSG,Red,Ryze,Loss,Ban,Groups Day 5,Ban,Ban
PNG,PSG,Red,Gnar,Loss,Pick,Groups Day 5,Top,B
PNG,PSG,Red,Leblanc,Loss,Pick,Groups Day 5,Mid,C
MAD,IW,Blue,Renekton,Loss,Ban,Groups Day 5,Ban,Ban
MAD,IW,Blue,Nocturne,Loss,Ban,Groups Day 5,Ban,Ban
MAD,IW,Blue,Udyr,Loss,Ban,Groups Day 5,Ban,Ban
MAD,IW,Blue,Lee Sin,Loss,Pick,Groups Day 5,Top,B
MAD,IW,Blue,Tristana,Loss,Pick,Groups Day 5,Adc,C
MAD,IW,Blue,Nautilus,Loss,Pick,Groups Day 5,Support,B
MAD,IW,Blue,Sett,Loss,Ban,Groups Day 5,Ban,Ban
MAD,IW,Blue,Alistar,Loss,Ban,Groups Day 5,Ban,Ban
MAD,IW,Blue,Olaf,Loss,Pick,Groups Day 5,Jungle,C
MAD,IW,Blue,Zoe,Loss,Pick,Groups Day 5,Mid,C
IW,MAD,Red,Morgana,Win,Ban,Groups Day 5,Ban,Ban
IW,MAD,Red,Rumble,Win,Ban,Groups Day 5,Ban,Ban
IW,MAD,Red,Varus,Win,Ban,Groups Day 5,Ban,Ban
IW,MAD,Red,Volibear,Win,Pick,Groups Day 5,Jungle,B
IW,MAD,Red,Kaisa,Win,Pick,Groups Day 5,Adc,B
IW,MAD,Red,Orianna,Win,Pick,Groups Day 5,Mid,B
IW,MAD,Red,Lillia,Win,Ban,Groups Day 5,Ban,Ban
IW,MAD,Red,Viktor,Win,Ban,Groups Day 5,Ban,Ban
IW,MAD,Red,Leona,Win,Pick,Groups Day 5,Support,C
IW,MAD,Red,Urgot,Win,Pick,Groups Day 5,Top,C
PGG,RNG,Blue,Lucian,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Blue,Lee Sin,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Blue,Leona,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Blue,Rumble,Loss,Pick,Groups Day 4,Jungle,B
PGG,RNG,Blue,Alistar,Loss,Pick,Groups Day 4,Support,C
PGG,RNG,Blue,Urgot,Loss,Pick,Groups Day 4,Top,B
PGG,RNG,Blue,Syndra,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Blue,Sylas,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Blue,Vayne,Loss,Pick,Groups Day 4,Adc,C
PGG,RNG,Blue,Orianna,Loss,Pick,Groups Day 4,Mid,B
RNG,PGG,Red,Morgana,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Red,Nidalee,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Red,Varus,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Red,Udyr,Win,Pick,Groups Day 4,Jungle,C
RNG,PGG,Red,Nautilus,Win,Pick,Groups Day 4,Support,B
RNG,PGG,Red,Kaisa,Win,Pick,Groups Day 4,Adc,B
RNG,PGG,Red,Xayah,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Red,Tristana,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Red,Gnar,Win,Pick,Groups Day 4,Top,C
RNG,PGG,Red,Ryze,Win,Pick,Groups Day 4,Mid,C
PGG,UOL,Blue,Lucian,Win,Ban,Groups Day 4,Ban,Ban
PGG,UOL,Blue,Rumble,Win,Ban,Groups Day 4,Ban,Ban
PGG,UOL,Blue,Alistar,Win,Ban,Groups Day 4,Ban,Ban
PGG,UOL,Blue,Nidalee,Win,Pick,Groups Day 4,Jungle,B
PGG,UOL,Blue,Galio,Win,Pick,Groups Day 4,Support,C
PGG,UOL,Blue,Samira,Win,Pick,Groups Day 4,Adc,C
PGG,UOL,Blue,Karthus,Win,Ban,Groups Day 4,Ban,Ban
PGG,UOL,Blue,Orianna,Win,Ban,Groups Day 4,Ban,Ban
PGG,UOL,Blue,Sett,Win,Pick,Groups Day 4,Top,C
PGG,UOL,Blue,Zed,Win,Pick,Groups Day 4,Mid,B
UOL,PGG,Red,Udyr,Loss,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Red,Morgana,Loss,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Red,Varus,Loss,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Red,Nautilus,Loss,Pick,Groups Day 4,Support,B
UOL,PGG,Red,Kaisa,Loss,Pick,Groups Day 4,Adc,B
UOL,PGG,Red,Nocturne,Loss,Pick,Groups Day 4,Top,B
UOL,PGG,Red,Renekton,Loss,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Red,Urgot,Loss,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Red,Lee Sin,Loss,Pick,Groups Day 4,Jungle,C
UOL,PGG,Red,Vladimir,Loss,Pick,Groups Day 4,Mid,C
RNG,UOL,Blue,Renekton,Win,Ban,Groups Day 4,Ban,Ban
RNG,UOL,Blue,Nocturne,Win,Ban,Groups Day 4,Ban,Ban
RNG,UOL,Blue,Morgana,Win,Ban,Groups Day 4,Ban,Ban
RNG,UOL,Blue,Rumble,Win,Pick,Groups Day 4,Jungle,B
RNG,UOL,Blue,Nautilus,Win,Pick,Groups Day 4,Support,B
RNG,UOL,Blue,Kalista,Win,Pick,Groups Day 4,Adc,C
RNG,UOL,Blue,Jayce,Win,Ban,Groups Day 4,Ban,Ban
RNG,UOL,Blue,Wukong,Win,Ban,Groups Day 4,Ban,Ban
RNG,UOL,Blue,Lucian,Win,Pick,Groups Day 4,Top,C
RNG,UOL,Blue,Ryze,Win,Pick,Groups Day 4,Mid,B
UOL,RNG,Red,Tristana,Loss,Ban,Groups Day 4,Ban,Ban
UOL,RNG,Red,Udyr,Loss,Ban,Groups Day 4,Ban,Ban
UOL,RNG,Red,Kaisa,Loss,Ban,Groups Day 4,Ban,Ban
UOL,RNG,Red,Varus,Loss,Pick,Groups Day 4,Adc,B
UOL,RNG,Red,Nidalee,Loss,Pick,Groups Day 4,Jungle,C
UOL,RNG,Red,Alistar,Loss,Pick,Groups Day 4,Support,C
UOL,RNG,Red,Sylas,Loss,Ban,Groups Day 4,Ban,Ban
UOL,RNG,Red,Lee Sin,Loss,Ban,Groups Day 4,Ban,Ban
UOL,RNG,Red,Gnar,Loss,Pick,Groups Day 4,Top,B
UOL,RNG,Red,Orianna,Loss,Pick,Groups Day 4,Mid,C
RNG,PGG,Blue,Ahri,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Blue,Renekton,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Blue,Morgana,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Blue,Varus,Win,Pick,Groups Day 4,Adc,B
RNG,PGG,Blue,Volibear,Win,Pick,Groups Day 4,Jungle,C
RNG,PGG,Blue,Leona,Win,Pick,Groups Day 4,Support,C
RNG,PGG,Blue,Lee Sin,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Blue,Viktor,Win,Ban,Groups Day 4,Ban,Ban
RNG,PGG,Blue,Syndra,Win,Pick,Groups Day 4,Mid,B
RNG,PGG,Blue,Gnar,Win,Pick,Groups Day 4,Top,C
PGG,RNG,Red,Lucian,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Red,Rumble,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Red,Udyr,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Red,Nautilus,Loss,Pick,Groups Day 4,Support,B
PGG,RNG,Red,Nidalee,Loss,Pick,Groups Day 4,Jungle,B
PGG,RNG,Red,Kaisa,Loss,Pick,Groups Day 4,Adc,C
PGG,RNG,Red,Jayce,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Red,Sylas,Loss,Ban,Groups Day 4,Ban,Ban
PGG,RNG,Red,Urgot,Loss,Pick,Groups Day 4,Top,B
PGG,RNG,Red,Qiyana,Loss,Pick,Groups Day 4,Mid,C
UOL,PGG,Blue,Udyr,Win,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Blue,Morgana,Win,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Blue,Gnar,Win,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Blue,Nidalee,Win,Pick,Groups Day 4,Jungle,B
UOL,PGG,Blue,Alistar,Win,Pick,Groups Day 4,Support,C
UOL,PGG,Blue,Urgot,Win,Pick,Groups Day 4,Top,C
UOL,PGG,Blue,Diana,Win,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Blue,Fiddlesticks,Win,Ban,Groups Day 4,Ban,Ban
UOL,PGG,Blue,Orianna,Win,Pick,Groups Day 4,Mid,B
UOL,PGG,Blue,Tristana,Win,Pick,Groups Day 4,Adc,C
PGG,UOL,Red,Senna,Loss,Ban,Groups Day 4,Ban,Ban
PGG,UOL,Red,Nocturne,Loss,Ban,Groups Day 4,Ban,Ban
PGG,UOL,Red,Rumble,Loss,Ban,Groups Day 4,Ban,Ban
PGG,UOL,Red,Nautilus,Loss,Pick,Groups Day 4,Support,B
